Region,Country,ItemType,SalesChannel,OrderID,UnitsSold,UnitPrice,UnitCost
Central America and the Caribbean,Panama,Snacks,Online,254912698,3187,152,97
Europe,Macedonia,Beverages,Offline,935907542,4695,47,31
Middle East and North Africa,Lebanon,Meat,Offline,291910016,1515,421,364
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Online,485468947,9905,9,6
Central America and the Caribbean,Grenada,Personal Care,Offline,599445664,8148,81,56
Sub-Saharan Africa,Senegal,Baby Food,Offline,687013995,1563,255,159
Europe,Ireland,Household,Offline,421660268,7498,668,502
Europe,San Marino,Cosmetics,Offline,447183310,334,437,263
Europe,Estonia,Vegetables,Offline,127694451,6481,154,90
Europe,Vatican City,Meat,Offline,697617518,9381,421,364
Europe,United Kingdom,Personal Care,Offline,311688840,4509,81,56
Middle East and North Africa,Iran,Household,Offline,794957244,4369,668,502
Middle East and North Africa,Saudi Arabia,Vegetables,Offline,892784059,3497,154,90
Sub-Saharan Africa,Rwanda,Clothes,Online,320843112,3462,109,35
Asia,Indonesia,Vegetables,Offline,215120732,7860,154,90
Middle East and North Africa,Oman,Beverages,Offline,881915748,7323,47,31
Sub-Saharan Africa,Comoros,Beverages,Offline,447839486,4511,47,31
Middle East and North Africa,Oman,Beverages,Offline,709815776,9117,47,31
Europe,Cyprus,Cosmetics,Offline,385080945,2864,437,263
Asia,Cambodia,Cosmetics,Online,961183822,4507,437,263
Middle East and North Africa,Egypt,Cereal,Offline,845985734,4833,205,117
Asia,Kazakhstan,Cosmetics,Offline,317660510,1659,437,263
Sub-Saharan Africa,Madagascar,Vegetables,Online,174694478,4833,154,90
Australia and Oceania,Samoa,Clothes,Offline,385886466,1235,109,35
Asia,Brunei,Cosmetics,Offline,540347802,9777,437,263
Sub-Saharan Africa,Djibouti,Clothes,Online,297502315,6401,109,35
Sub-Saharan Africa,Seychelles,Beverages,Offline,737086331,9080,47,31
Europe,Spain,Household,Offline,309148681,2819,668,502
Central America and the Caribbean,Saint Lucia,Office Supplies,Offline,684050691,4655,651,524
Sub-Saharan Africa,Cape Verde,Snacks,Online,902466189,8655,152,97
Australia and Oceania,Australia,Vegetables,Offline,525381505,917,154,90
Australia and Oceania,Vanuatu,Vegetables,Online,984095466,4572,154,90
Europe,Serbia,Baby Food,Offline,630219399,4780,255,159
Europe,Denmark,Snacks,Online,585677134,3734,152,97
Europe,Italy,Household,Online,692704999,5657,668,502
Sub-Saharan Africa,South Africa,Snacks,Offline,863851821,1805,152,97
Australia and Oceania,East Timor,Cosmetics,Offline,631978929,5464,437,263
Asia,North Korea,Clothes,Online,500260150,6950,109,35
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Online,592181813,8613,437,263
North America,Greenland,Meat,Online,201542747,9832,421,364
Europe,Iceland,Cosmetics,Online,942454278,2019,437,263
Middle East and North Africa,Turkey,Beverages,Online,899340236,3616,47,31
Asia,Vietnam,Cereal,Online,476936948,5096,205,117
Europe,Kosovo,Office Supplies,Offline,150293242,3965,651,524
Middle East and North Africa,Tunisia,Cereal,Online,914770448,9759,205,117
Europe,Germany,Office Supplies,Offline,236042392,9044,651,524
Middle East and North Africa,Tunisia,Household,Offline,600095403,420,668,502
Sub-Saharan Africa,Nigeria,Beverages,Online,963228309,9516,47,31
Australia and Oceania,Marshall Islands,Fruits,Offline,802052438,3995,9,6
Sub-Saharan Africa,Ghana,Household,Offline,563491618,8547,668,502
Europe,Italy,Baby Food,Offline,314782178,9896,255,159
Europe,Belgium,Cosmetics,Offline,193472945,1799,437,263
Sub-Saharan Africa,South Africa,Snacks,Online,857425248,40,152,97
Sub-Saharan Africa,South Africa,Clothes,Online,334812915,7437,109,35
Australia and Oceania,Nauru,Office Supplies,Offline,774122273,8838,651,524
Middle East and North Africa,Bahrain,Office Supplies,Offline,794152152,6124,651,524
Europe,Monaco,Cosmetics,Offline,434013879,3206,437,263
Asia,Nepal,Baby Food,Online,703131282,1026,255,159
Europe,Greece,Cereal,Online,431240689,2558,205,117
Sub-Saharan Africa,Rwanda,Beverages,Online,318390929,7806,47,31
Asia,Japan,Vegetables,Online,684943330,8807,154,90
Sub-Saharan Africa,Nigeria,Meat,Offline,121571719,4628,421,364
Asia,Cambodia,Vegetables,Offline,439262425,6368,154,90
Sub-Saharan Africa,Gabon,Clothes,Online,819314277,2156,109,35
Asia,Philippines,Personal Care,Online,963338601,2154,81,56
Europe,Switzerland,Meat,Offline,643259227,3555,421,364
Europe,Czech Republic,Cosmetics,Online,151312482,5581,437,263
Europe,Austria,Fruits,Online,750047194,4487,9,6
Asia,Bhutan,Cereal,Online,622324693,8561,205,117
Europe,Switzerland,Fruits,Offline,721318805,3118,9,6
Sub-Saharan Africa,Cape Verde,Baby Food,Offline,720515859,5509,255,159
Sub-Saharan Africa,Senegal,Personal Care,Online,363714683,112,81,56
Middle East and North Africa,Israel,Fruits,Offline,815026605,3339,9,6
Middle East and North Africa,Tunisia,Baby Food,Online,608875453,8632,255,159
Europe,Vatican City,Beverages,Offline,599997556,1465,47,31
Sub-Saharan Africa,Sierra Leone,Cereal,Offline,813441741,4342,205,117
Asia,China,Cereal,Online,894569337,1801,205,117
Asia,Uzbekistan,Baby Food,Offline,559054172,5408,255,159
Middle East and North Africa,Qatar,Fruits,Online,942882573,8761,9,6
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,552353370,2491,109,35
Australia and Oceania,Marshall Islands,Beverages,Offline,214077889,9260,47,31
Central America and the Caribbean,Costa Rica,Fruits,Offline,824979960,8758,9,6
Middle East and North Africa,Morocco,Cosmetics,Online,202295911,2710,437,263
Sub-Saharan Africa,Rwanda,Baby Food,Offline,733574569,9871,255,159
Europe,Estonia,Beverages,Online,826677262,1027,47,31
Australia and Oceania,Palau,Fruits,Online,759777820,3996,9,6
Sub-Saharan Africa,South Sudan,Beverages,Online,431362569,8625,47,31
Central America and the Caribbean,Honduras,Baby Food,Offline,710230338,1795,255,159
Central America and the Caribbean,Jamaica,Office Supplies,Offline,285492455,2417,651,524
Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,Online,616572749,6433,255,159
Central America and the Caribbean,Panama,Personal Care,Offline,983207547,1817,81,56
Europe,Poland,Beverages,Offline,735445678,3574,47,31
Middle East and North Africa,Lebanon,Office Supplies,Offline,643648469,8740,651,524
Middle East and North Africa,Tunisia,Beverages,Online,648489749,1382,47,31
Sub-Saharan Africa,Sudan,Personal Care,Online,310955846,7600,81,56
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Online,162345588,522,255,159
Europe,San Marino,Vegetables,Offline,354270303,5310,154,90
Australia and Oceania,Nauru,Baby Food,Offline,208653819,4157,255,159
Asia,Japan,Baby Food,Online,467732465,1285,255,159
Australia and Oceania,Palau,Meat,Offline,144055068,7951,421,364
Sub-Saharan Africa,Seychelles,Vegetables,Online,570482957,7439,154,90
Middle East and North Africa,Somalia,Household,Online,450189960,68,668,502
Europe,Spain,Cereal,Offline,806662404,8186,205,117
Europe,Netherlands,Personal Care,Offline,933699119,1173,81,56
Sub-Saharan Africa,Gabon,Personal Care,Offline,645411431,440,81,56
Europe,Switzerland,Baby Food,Offline,726223170,4429,255,159
Sub-Saharan Africa,Burkina Faso,Cereal,Online,680870664,3615,205,117
Central America and the Caribbean,Haiti,Meat,Offline,984402740,5501,421,364
Central America and the Caribbean,Belize,Office Supplies,Online,832180726,9625,651,524
Middle East and North Africa,Iraq,Fruits,Online,389878451,2553,9,6
Australia and Oceania,Solomon Islands,Cosmetics,Online,343482244,2884,437,263
Sub-Saharan Africa,Sudan,Office Supplies,Offline,549290931,6248,651,524
Sub-Saharan Africa,Chad,Beverages,Offline,483915841,306,47,31
Central America and the Caribbean,Saint Vincent and the Grenadines,Household,Offline,594280803,9751,668,502
Sub-Saharan Africa,Mali,Personal Care,Online,947622144,1305,81,56
Central America and the Caribbean,Trinidad and Tobago,Household,Online,781488692,8725,668,502
Central America and the Caribbean,Costa Rica,Vegetables,Offline,753741776,7796,154,90
Europe,Czech Republic,Meat,Online,692555224,1336,421,364
Central America and the Caribbean,Barbados,Personal Care,Online,946415364,4193,81,56
Europe,Estonia,Vegetables,Online,134121024,8246,154,90
Central America and the Caribbean,Cuba,Beverages,Online,994783532,7408,47,31
Central America and the Caribbean,Honduras,Beverages,Online,937826716,2621,47,31
Sub-Saharan Africa,Benin,Office Supplies,Online,592986905,6858,651,524
Europe,Estonia,Clothes,Offline,660312926,123,109,35
Asia,Thailand,Beverages,Online,560166108,4454,47,31
Australia and Oceania,East Timor,Cereal,Offline,683220279,8918,205,117
Europe,Ukraine,Cosmetics,Online,140461766,4613,437,263
Asia,Kyrgyzstan,Baby Food,Online,813189399,9669,255,159
Central America and the Caribbean,Jamaica,Meat,Online,603014504,4247,421,364
Sub-Saharan Africa,Angola,Vegetables,Online,181860911,5540,154,90
Europe,Ukraine,Cereal,Offline,741964948,2771,205,117
Sub-Saharan Africa,Zambia,Meat,Online,845875442,2195,421,364
Europe,San Marino,Snacks,Offline,476453721,2099,152,97
Middle East and North Africa,Qatar,Snacks,Online,586873614,7799,152,97
Asia,Malaysia,Meat,Online,850621449,6644,421,364
Europe,Belgium,Fruits,Online,111496055,3015,9,6
Asia,Nepal,Vegetables,Offline,433608758,3322,154,90
Asia,Japan,Clothes,Online,351383388,1008,109,35
Central America and the Caribbean,El Salvador,Meat,Offline,719556272,1546,421,364
Central America and the Caribbean,Jamaica,Household,Offline,663176238,7441,668,502
Sub-Saharan Africa,South Sudan,Baby Food,Offline,727604615,3229,255,159
Europe,Slovakia,Vegetables,Online,628515231,479,154,90
Europe,Slovakia,Office Supplies,Offline,601894414,2787,651,524
Europe,Bosnia and Herzegovina,Snacks,Offline,954040992,785,152,97
Middle East and North Africa,Saudi Arabia,Cosmetics,Offline,711566293,7133,437,263
Australia and Oceania,Tuvalu,Beverages,Offline,771394145,1524,47,31
Middle East and North Africa,Bahrain,Vegetables,Offline,750760877,5682,154,90
Sub-Saharan Africa,Djibouti,Baby Food,Offline,337215316,8360,255,159
Central America and the Caribbean,Costa Rica,Baby Food,Offline,638618791,347,255,159
Australia and Oceania,Nauru,Meat,Online,133145129,9457,421,364
Asia,Cambodia,Household,Offline,519280660,5542,668,502
Europe,Czech Republic,Office Supplies,Online,865824210,5479,651,524
Europe,Belgium,Clothes,Offline,761887109,8181,109,35
Sub-Saharan Africa,Guinea-Bissau,Meat,Offline,766893184,9590,421,364
Europe,Romania,Office Supplies,Online,160578763,7679,651,524
Europe,Serbia,Vegetables,Offline,992992675,7454,154,90
Sub-Saharan Africa,Mauritius,Household,Online,434496247,5950,668,502
Sub-Saharan Africa,Sierra Leone,Cereal,Online,225763309,7235,205,117
Sub-Saharan Africa,Zambia,Baby Food,Offline,827780187,7407,255,159
Central America and the Caribbean,Haiti,Snacks,Online,971845710,9597,152,97
North America,Greenland,Beverages,Online,809571206,8965,47,31
Central America and the Caribbean,Saint Kitts and Nevis,Office Supplies,Online,562880504,7704,651,524
Sub-Saharan Africa,Gabon,Meat,Offline,974009931,38,421,364
Asia,Tajikistan,Fruits,Offline,155508315,7221,9,6
Sub-Saharan Africa,Seychelles,Household,Online,340236985,2540,668,502
Europe,Slovakia,Clothes,Online,231369769,6311,109,35
Europe,Lithuania,Cosmetics,Online,852392995,884,437,263
Europe,Macedonia,Snacks,Offline,597105491,5639,152,97
Middle East and North Africa,Kuwait,Fruits,Offline,179618585,1986,9,6
Sub-Saharan Africa,Namibia,Fruits,Offline,384356105,8368,9,6
Europe,Andorra,Fruits,Offline,716054379,5258,9,6
Sub-Saharan Africa,Uganda,Household,Online,749762237,162,668,502
Australia and Oceania,Nauru,Beverages,Offline,580841004,2616,47,31
Asia,Kyrgyzstan,Fruits,Online,374964511,9186,9,6
Sub-Saharan Africa,Guinea,Beverages,Online,818119084,8472,47,31
Australia and Oceania,Tonga,Cereal,Offline,866603553,6104,205,117
North America,Canada,Household,Online,897029244,9742,668,502
Central America and the Caribbean,Grenada,Beverages,Online,456319987,4080,47,31
Europe,Austria,Office Supplies,Offline,511712110,5839,651,524
Asia,Maldives,Fruits,Online,300754439,8777,9,6
Europe,Finland,Baby Food,Offline,481308305,8678,255,159
Sub-Saharan Africa,Rwanda,Office Supplies,Online,881547534,8360,651,524
Middle East and North Africa,Somalia,Baby Food,Offline,949958455,2672,255,159
Central America and the Caribbean,Costa Rica,Office Supplies,Online,205339896,3493,651,524
Sub-Saharan Africa,Lesotho,Beverages,Online,486803185,4735,47,31
Middle East and North Africa,Lebanon,Baby Food,Online,103772151,7340,255,159
Asia,India,Snacks,Online,585983121,4282,152,97
Sub-Saharan Africa,Swaziland,Clothes,Offline,833484923,5566,109,35
Europe,Andorra,Household,Online,266638886,3227,668,502
Asia,Maldives,Beverages,Offline,176118838,6333,47,31
Asia,Malaysia,Cosmetics,Online,572911107,5983,437,263
Europe,Moldova,Meat,Online,638314521,306,421,364
Middle East and North Africa,Morocco,Personal Care,Online,973940408,9465,81,56
Sub-Saharan Africa,South Sudan,Vegetables,Online,451712596,650,154,90
Sub-Saharan Africa,The Gambia,Cosmetics,Online,263867413,3086,437,263
Central America and the Caribbean,El Salvador,Beverages,Online,772953689,3028,47,31
Asia,Bhutan,Snacks,Offline,161832749,8762,152,97
Asia,Brunei,Meat,Online,283678424,5604,421,364
Europe,Switzerland,Cosmetics,Online,811977040,905,437,263
Sub-Saharan Africa,Malawi,Cosmetics,Offline,590527427,9043,437,263
Asia,Laos,Personal Care,Offline,783440911,6430,81,56
Sub-Saharan Africa,Swaziland,Personal Care,Online,825141322,6509,81,56
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Offline,670364987,4752,9,6
Europe,Netherlands,Meat,Online,344160735,3664,421,364
Sub-Saharan Africa,Liberia,Cereal,Online,391889894,7783,205,117
Sub-Saharan Africa,Uganda,Beverages,Offline,529226291,8675,47,31
Sub-Saharan Africa,Mauritania,Household,Offline,992156255,9939,668,502
Australia and Oceania,Kiribati,Cereal,Online,286978614,2204,205,117
Central America and the Caribbean,Dominican Republic,Personal Care,Offline,140304696,8132,81,56
Europe,Russia,Household,Online,549058330,7416,668,502
Middle East and North Africa,Iran,Clothes,Offline,230475842,1778,109,35
Sub-Saharan Africa,Burundi,Fruits,Offline,672106063,9975,9,6
Sub-Saharan Africa,South Africa,Fruits,Online,281810319,2791,9,6
Asia,Bangladesh,Baby Food,Offline,237762439,8044,255,159
Middle East and North Africa,Pakistan,Personal Care,Offline,438448750,5583,81,56
Asia,Nepal,Cereal,Online,852668082,2289,205,117
Asia,Japan,Vegetables,Online,169531762,7071,154,90
Sub-Saharan Africa,Swaziland,Fruits,Offline,748463618,5872,9,6
Europe,Greece,Meat,Online,969199979,6666,421,364
Central America and the Caribbean,Barbados,Beverages,Offline,181789672,4459,47,31
Europe,Spain,Baby Food,Offline,956594026,6285,255,159
North America,United States of America,Meat,Online,534286868,6212,421,364
Australia and Oceania,Vanuatu,Personal Care,Online,275854527,340,81,56
Europe,Ukraine,Beverages,Online,712595832,1797,47,31
Central America and the Caribbean,Trinidad and Tobago,Personal Care,Online,196122109,5745,81,56
Europe,Italy,Baby Food,Offline,748357188,4377,255,159
North America,Canada,Cosmetics,Online,411537396,1916,437,263
Europe,Estonia,Fruits,Offline,898211562,9616,9,6
Australia and Oceania,East Timor,Fruits,Offline,841241014,765,9,6
Sub-Saharan Africa,Malawi,Baby Food,Online,743799579,5679,255,159
Europe,Ireland,Office Supplies,Offline,729373586,6707,651,524
Europe,Norway,Fruits,Offline,991761863,3229,9,6
Sub-Saharan Africa,Central African Republic,Cosmetics,Online,445075738,6656,437,263
Middle East and North Africa,Libya,Clothes,Online,773739039,5431,109,35
Australia and Oceania,Marshall Islands,Personal Care,Offline,582488095,26,81,56
Middle East and North Africa,Turkey,Cereal,Online,346371734,7948,205,117
Europe,Latvia,Personal Care,Offline,160751283,8732,81,56
Asia,Brunei,Office Supplies,Offline,191300570,8945,651,524
Central America and the Caribbean,Jamaica,Snacks,Online,224005925,7186,152,97
Middle East and North Africa,Algeria,Beverages,Online,115166175,9085,47,31
Europe,Macedonia,Household,Online,241392648,2304,668,502
Central America and the Caribbean,Haiti,Fruits,Online,149609172,1533,9,6
Sub-Saharan Africa,Niger,Office Supplies,Offline,807052075,3498,651,524
Central America and the Caribbean,The Bahamas,Baby Food,Online,551270186,1953,255,159
Middle East and North Africa,Egypt,Clothes,Online,940124833,2685,109,35
Europe,Malta,Meat,Online,901789844,8509,421,364
Australia and Oceania,Samoa,Meat,Online,784751546,4276,421,364
Sub-Saharan Africa,South Sudan,Personal Care,Online,107808768,1865,81,56
Asia,South Korea,Baby Food,Offline,710072839,5187,255,159
Sub-Saharan Africa,Rwanda,Fruits,Online,900967586,5185,9,6
Europe,Portugal,Office Supplies,Online,410229337,4832,651,524
Europe,Switzerland,Beverages,Online,837906920,4133,47,31
Europe,Slovakia,Household,Online,704361665,5124,668,502
Europe,Austria,Snacks,Offline,400267398,6873,152,97
Sub-Saharan Africa,Cameroon,Vegetables,Offline,836610448,478,154,90
Sub-Saharan Africa,Seychelles,Cereal,Online,294689643,4069,205,117
Sub-Saharan Africa,Sierra Leone,Beverages,Online,276116311,7807,47,31
Middle East and North Africa,Azerbaijan,Meat,Offline,552814280,8885,421,364
Asia,Malaysia,Office Supplies,Offline,517019879,6526,651,524
Europe,France,Meat,Online,531281936,6986,421,364
Central America and the Caribbean,Grenada,Beverages,Online,578461778,8550,47,31
Sub-Saharan Africa,Senegal,Vegetables,Offline,711733233,6535,154,90
Asia,Brunei,Baby Food,Offline,604582631,8291,255,159
Europe,Greece,Cosmetics,Online,900808799,8196,437,263
Asia,Singapore,Baby Food,Online,964523065,2664,255,159
Sub-Saharan Africa,Madagascar,Household,Online,230149257,5134,668,502
Australia and Oceania,Australia,Cosmetics,Offline,452423703,1082,437,263
Europe,Czech Republic,Meat,Online,756395232,3013,421,364
Sub-Saharan Africa,Guinea,Vegetables,Online,787425172,5462,154,90
Europe,Ireland,Clothes,Online,261187350,9996,109,35
