region,edad,estado_civil,ingreso_mensual,fact_exp
Región Metropolitana de Santiago,35,Conviviente o pareja sin acuerdo de unión civil,430000,234
Región del Biobío,52,Casado(a),1500000,83
Región de Arica y Parinacota,62,Soltero(a),330000,22
Región del Libertador Gral. Bernardo O'Higgins,39,Conviviente o pareja sin acuerdo de unión civil,326000,35
Región de Tarapacá,29,Soltero(a),1397000,42
Región Metropolitana de Santiago,43,Soltero(a),2200000,310
Región de Los Lagos,58,Casado(a),360000,51
Región Metropolitana de Santiago,27,Soltero(a),2220000,69
Región de Los Lagos,42,Separado(a),371000,85
Región de La Araucanía,56,Casado(a),380000,54
Región del Biobío,18,Soltero(a),320000,65
Región del Maule,57,Soltero(a),224000,67
Región de Los Lagos,24,Soltero(a),180000,63
Región Metropolitana de Santiago,58,Separado(a),1800000,190
Región de Magallanes y de la Antártica Chilena,29,Casado(a),850000,66
Región Metropolitana de Santiago,40,Casado(a),1500000,232
Región de Antofagasta,35,Conviviente o pareja sin acuerdo de unión civil,250000,76
Región de Los Ríos,26,Soltero(a),160000,54
Región Metropolitana de Santiago,45,Separado(a),150000,159
Región de Los Lagos,29,Casado(a),310000,112
Región de Antofagasta,27,Conviviente o pareja sin acuerdo de unión civil,450000,131
Región de Arica y Parinacota,53,Soltero(a),220000,26
Región de Tarapacá,36,Soltero(a),210000,28
Región de Valparaíso,48,Soltero(a),720000,125
Región del Biobío,59,Casado(a),1450000,126
Región de Los Ríos,68,Soltero(a),2500000,39
Región de Valparaíso,40,Conviviente o pareja sin acuerdo de unión civil,120000,112
Región del Biobío,45,Casado(a),850000,214
Región de Valparaíso,38,Conviviente o pareja sin acuerdo de unión civil,550000,78
Región de Arica y Parinacota,60,Separado(a),1200000,34
Región Metropolitana de Santiago,59,Conviviente o pareja sin acuerdo de unión civil,350000,115
Región de Los Lagos,57,Casado(a),350000,233
Región Metropolitana de Santiago,64,Anulado(a),540000,337
Región de Coquimbo,33,Casado(a),380000,140
Región Metropolitana de Santiago,49,Soltero(a),236000,645
Región Metropolitana de Santiago,19,Soltero(a),320000,218
Región Metropolitana de Santiago,41,Casado(a),220000,184
Región del Biobío,32,Soltero(a),450000,86
Región del Libertador Gral. Bernardo O'Higgins,39,Casado(a),450000,78
Región del Libertador Gral. Bernardo O'Higgins,24,Soltero(a),350000,53
Región de La Araucanía,23,Soltero(a),180000,73
Región del Biobío,19,Soltero(a),40000,63
Región Metropolitana de Santiago,27,Soltero(a),150000,272
Región de Antofagasta,51,Divorciado (a),320000,103
Región de Valparaíso,47,Divorciado (a),530000,220
Región de Coquimbo,26,Conviviente o pareja sin acuerdo de unión civil,590000,46
Región de Valparaíso,33,Conviviente o pareja sin acuerdo de unión civil,650000,215
Región del Biobío,36,Soltero(a),750000,91
Región de Los Ríos,61,Casado(a),860000,67
Región de Valparaíso,55,Casado(a),350000,67
Región del Maule,50,Casado(a),320000,64
Región de Antofagasta,39,Conviviente o pareja sin acuerdo de unión civil,450000,153
Región Metropolitana de Santiago,56,Casado(a),2500000,153
Región Metropolitana de Santiago,27,Soltero(a),319000,101
Región Metropolitana de Santiago,50,Viudo(a),320500,125
Región de Los Lagos,55,Casado(a),1030000,34
Región Metropolitana de Santiago,60,Conviviente o pareja sin acuerdo de unión civil,280000,199
Región de La Araucanía,31,Soltero(a),330000,69
Región Metropolitana de Santiago,30,Soltero(a),1600000,147
Región de Valparaíso,32,Conviviente o pareja sin acuerdo de unión civil,250000,197
Región de Los Lagos,26,Soltero(a),320000,48
Región Metropolitana de Santiago,42,Casado(a),1500000,96
Región de Coquimbo,37,Conviviente o pareja sin acuerdo de unión civil,175000,76
Región del Biobío,62,Casado(a),320000,83
Región de Valparaíso,23,Soltero(a),480000,15
Región de Valparaíso,59,Casado(a),1200000,99
Región de Tarapacá,41,Soltero(a),301000,41
Región de Ñuble,25,Soltero(a),350000,59
Región de Los Ríos,50,Casado(a),290000,36
Región del Libertador Gral. Bernardo O'Higgins,58,Casado(a),380000,45
Región de Antofagasta,62,Casado(a),2100000,186
Región del Maule,46,Conviviente o pareja sin acuerdo de unión civil,308000,63
Región de Antofagasta,34,Soltero(a),380000,110
Región del Libertador Gral. Bernardo O'Higgins,50,Conviviente o pareja sin acuerdo de unión civil,320000,42
Región Metropolitana de Santiago,42,Casado(a),1800000,270
Región de Ñuble,61,Casado(a),350000,96
Región de La Araucanía,40,Soltero(a),280000,74
Región del Libertador Gral. Bernardo O'Higgins,33,Conviviente o pareja sin acuerdo de unión civil,302000,73
Región Metropolitana de Santiago,30,Conviviente o pareja sin acuerdo de unión civil,350000,162
Región de Aysén del Gral. Carlos Ibáñez del Campo,37,Soltero(a),980000,23
Región del Maule,34,Soltero(a),320000,81
Región de Ñuble,30,Soltero(a),290000,81
Región de Magallanes y de la Antártica Chilena,39,Soltero(a),350000,30
Región del Libertador Gral. Bernardo O'Higgins,45,Conviviente o pareja sin acuerdo de unión civil,305000,212
Región de Los Lagos,34,Casado(a),522002,31
Región Metropolitana de Santiago,41,Conviviente o pareja sin acuerdo de unión civil,1200000,264
Región del Libertador Gral. Bernardo O'Higgins,27,Soltero(a),340000,52
Región de Valparaíso,42,Casado(a),450000,94
Región de Valparaíso,40,Conviviente o pareja sin acuerdo de unión civil,320000,117
Región del Biobío,37,Soltero(a),1300000,55
Región Metropolitana de Santiago,44,Soltero(a),350000,53
Región de Aysén del Gral. Carlos Ibáñez del Campo,38,Soltero(a),170000,19
Región de Coquimbo,34,Separado(a),240000,113
Región de Ñuble,52,Casado(a),320000,65
Región de Antofagasta,36,Conviviente o pareja sin acuerdo de unión civil,750000,51
Región Metropolitana de Santiago,32,Conviviente o pareja sin acuerdo de unión civil,420000,199
Región de Tarapacá,35,Casado(a),430000,47
Región Metropolitana de Santiago,49,Soltero(a),430000,234
Región de La Araucanía,34,Conviviente o pareja sin acuerdo de unión civil,350000,70
Región de Los Lagos,49,Casado(a),450000,45
Región de Atacama,37,Casado(a),1800000,38
Región Metropolitana de Santiago,44,Casado(a),1380000,140
Región del Libertador Gral. Bernardo O'Higgins,39,Soltero(a),211000,59
Región de Atacama,47,Soltero(a),250000,36
Región de Antofagasta,37,Soltero(a),60000,135
Región de Los Lagos,53,Viudo(a),320000,125
Región de Los Ríos,56,Casado(a),590000,33
Región del Biobío,29,Conviviente o pareja sin acuerdo de unión civil,430000,90
Región Metropolitana de Santiago,42,Separado(a),2500000,179
Región de Los Lagos,48,Casado(a),220000,56
Región de Los Lagos,20,Soltero(a),115000,64
Región Metropolitana de Santiago,70,Casado(a),750000,296
Región de Magallanes y de la Antártica Chilena,65,Conviviente o pareja sin acuerdo de unión civil,480000,36
Región Metropolitana de Santiago,21,Soltero(a),80000,300
Región del Maule,35,Divorciado (a),340000,273
Región de Los Lagos,51,Conviviente o pareja sin acuerdo de unión civil,420000,80
Región de Aysén del Gral. Carlos Ibáñez del Campo,50,Soltero(a),480000,10
Región de Magallanes y de la Antártica Chilena,35,Casado(a),1800000,25
Región de Los Lagos,62,Casado(a),350000,60
Región de Valparaíso,62,Conviviente o pareja sin acuerdo de unión civil,240000,93
Región del Biobío,59,Separado(a),305000,58
Región de La Araucanía,30,Conviviente o pareja sin acuerdo de unión civil,320000,54
Región de La Araucanía,30,Soltero(a),350000,48
Región de Atacama,34,Soltero(a),580000,33
Región de Valparaíso,35,Conviviente civil (con acuerdo de unión civil),450000,33
Región de Aysén del Gral. Carlos Ibáñez del Campo,32,Soltero(a),450000,22
Región Metropolitana de Santiago,51,Conviviente o pareja sin acuerdo de unión civil,312000,191
Región de Valparaíso,27,Conviviente o pareja sin acuerdo de unión civil,130000,101
Región de Los Lagos,60,Conviviente o pareja sin acuerdo de unión civil,350000,255
Región del Biobío,48,Casado(a),450000,37
Región de Coquimbo,29,Soltero(a),1500000,130
Región de Coquimbo,50,Divorciado (a),1200000,192
Región de Valparaíso,31,Soltero(a),1017000,245
Región del Maule,20,Soltero(a),310000,101
Región de Atacama,44,Conviviente o pareja sin acuerdo de unión civil,820000,39
Región de Tarapacá,57,Conviviente o pareja sin acuerdo de unión civil,460000,28
Región Metropolitana de Santiago,42,Conviviente o pareja sin acuerdo de unión civil,1700000,180
Región de Arica y Parinacota,24,Conviviente o pareja sin acuerdo de unión civil,68000,35
Región de La Araucanía,45,Casado(a),1200000,72
Región de Atacama,44,Divorciado (a),350000,65
Región de Los Lagos,53,Casado(a),1200000,35
Región del Libertador Gral. Bernardo O'Higgins,61,Soltero(a),410000,21
Región de Coquimbo,30,Conviviente o pareja sin acuerdo de unión civil,380000,70
Región Metropolitana de Santiago,42,Soltero(a),970000,235
Región del Biobío,57,Viudo(a),320000,26
Región Metropolitana de Santiago,33,Soltero(a),850000,284
Región de Valparaíso,54,Casado(a),350000,96
Región del Maule,29,Conviviente o pareja sin acuerdo de unión civil,1200000,104
Región de Los Lagos,27,Soltero(a),1300000,51
Región Metropolitana de Santiago,28,Conviviente o pareja sin acuerdo de unión civil,1500000,154
Región de La Araucanía,45,Casado(a),320000,77
Región de Los Ríos,39,Soltero(a),60000,36
Región de Tarapacá,56,Casado(a),270000,27
Región de Valparaíso,30,Conviviente o pareja sin acuerdo de unión civil,450000,105
Región del Biobío,30,Soltero(a),320000,206
Región de La Araucanía,38,Casado(a),650000,34
Región Metropolitana de Santiago,49,Casado(a),350000,214
Región Metropolitana de Santiago,44,Conviviente o pareja sin acuerdo de unión civil,4500000,71
Región Metropolitana de Santiago,40,Conviviente o pareja sin acuerdo de unión civil,2500000,564
Región del Maule,62,Conviviente o pareja sin acuerdo de unión civil,320000,36
Región de Valparaíso,54,Casado(a),310000,42
Región de Los Lagos,42,Soltero(a),420000,96
Región de Los Ríos,37,Conviviente o pareja sin acuerdo de unión civil,310000,37
Región de Magallanes y de la Antártica Chilena,30,Soltero(a),320000,25
Región de Tarapacá,21,Soltero(a),320000,66
Región Metropolitana de Santiago,39,Separado(a),550000,75
Región de Valparaíso,54,Soltero(a),1500000,133
Región del Maule,51,Casado(a),350000,56
Región de Coquimbo,28,Casado(a),320000,94
Región del Biobío,33,Conviviente o pareja sin acuerdo de unión civil,350000,81
Región Metropolitana de Santiago,43,Conviviente o pareja sin acuerdo de unión civil,3200000,103
Región del Libertador Gral. Bernardo O'Higgins,37,Soltero(a),1800000,40
Región de Valparaíso,57,Casado(a),3500000,174
Región del Maule,27,Conviviente o pareja sin acuerdo de unión civil,80000,58
Región del Maule,39,Soltero(a),650000,54
Región de Tarapacá,40,Casado(a),530000,36
Región del Biobío,36,Casado(a),1300000,76
Región de Valparaíso,25,Soltero(a),301000,83
Región de Valparaíso,53,Divorciado (a),130000,107
Región de Atacama,62,Divorciado (a),280000,53
Región Metropolitana de Santiago,43,Soltero(a),550000,161
Región Metropolitana de Santiago,30,Soltero(a),320000,270
Región de Tarapacá,29,Soltero(a),320000,32
Región de La Araucanía,27,Conviviente o pareja sin acuerdo de unión civil,250000,77
Región del Biobío,39,Soltero(a),280000,98
Región de Arica y Parinacota,49,Soltero(a),390000,47
Región Metropolitana de Santiago,42,Soltero(a),301000,193
Región Metropolitana de Santiago,46,Divorciado (a),420000,199
Región de Los Lagos,61,Casado(a),320000,106
Región Metropolitana de Santiago,23,Soltero(a),820000,212
Región de Valparaíso,71,Soltero(a),430000,127
Región del Libertador Gral. Bernardo O'Higgins,55,Casado(a),360000,87
Región de Los Ríos,41,Conviviente o pareja sin acuerdo de unión civil,430000,45
Región del Libertador Gral. Bernardo O'Higgins,34,Soltero(a),890000,88
Región Metropolitana de Santiago,29,Conviviente o pareja sin acuerdo de unión civil,2200000,133
Región de Antofagasta,56,Casado(a),1250000,70
Región Metropolitana de Santiago,28,Conviviente o pareja sin acuerdo de unión civil,950000,159
Región de Valparaíso,27,Conviviente o pareja sin acuerdo de unión civil,490000,104
Región de Antofagasta,30,Conviviente o pareja sin acuerdo de unión civil,350000,78
Región de Antofagasta,64,Casado(a),440000,103
Región Metropolitana de Santiago,34,Soltero(a),850000,221
Región del Libertador Gral. Bernardo O'Higgins,46,Casado(a),250000,92
Región Metropolitana de Santiago,50,Casado(a),402000,137
Región Metropolitana de Santiago,54,Divorciado (a),350000,192
Región de La Araucanía,55,Casado(a),420000,283
Región de Valparaíso,31,Soltero(a),450000,68
Región del Biobío,49,Casado(a),325000,74
Región Metropolitana de Santiago,45,Conviviente o pareja sin acuerdo de unión civil,326000,192
Región de Ñuble,57,Soltero(a),60000,76
Región de Ñuble,57,Casado(a),320000,76
Región de Los Lagos,38,Soltero(a),160000,63
Región del Libertador Gral. Bernardo O'Higgins,59,Casado(a),344000,53
Región del Maule,41,Casado(a),450000,112
Región de Los Ríos,32,Conviviente o pareja sin acuerdo de unión civil,750000,38
Región del Maule,23,Soltero(a),30000,84
Región Metropolitana de Santiago,56,Casado(a),420000,334
Región Metropolitana de Santiago,29,Soltero(a),350000,108
Región de Tarapacá,45,Casado(a),450000,50
Región del Maule,70,Casado(a),1200000,78
Región de La Araucanía,31,Conviviente o pareja sin acuerdo de unión civil,860000,31
Región Metropolitana de Santiago,37,Soltero(a),1200000,47
Región del Maule,31,Soltero(a),310000,633
Región Metropolitana de Santiago,41,Soltero(a),1100000,55
Región Metropolitana de Santiago,30,Conviviente o pareja sin acuerdo de unión civil,320000,265
Región Metropolitana de Santiago,52,Separado(a),50000,138
Región de La Araucanía,60,Casado(a),320000,69
Región Metropolitana de Santiago,31,Conviviente o pareja sin acuerdo de unión civil,1700000,144
Región de Coquimbo,27,Casado(a),220000,102
Región Metropolitana de Santiago,30,Soltero(a),1500000,96
Región del Biobío,67,Casado(a),150000,52
Región Metropolitana de Santiago,39,Casado(a),350000,173
Región de Atacama,34,Conviviente o pareja sin acuerdo de unión civil,280000,34
Región de La Araucanía,43,Soltero(a),3300000,52
Región de Los Ríos,56,Casado(a),1500000,43
Región Metropolitana de Santiago,56,Soltero(a),1800000,362
Región de Atacama,50,Casado(a),270000,34
Región del Maule,50,Separado(a),449000,50
Región de Ñuble,53,Casado(a),57000,63
Región de Arica y Parinacota,51,Casado(a),1700000,19
Región Metropolitana de Santiago,31,Conviviente o pareja sin acuerdo de unión civil,1200000,78
Región de Ñuble,63,Casado(a),430000,95
Región Metropolitana de Santiago,25,Soltero(a),250000,41
Región Metropolitana de Santiago,23,Soltero(a),350000,170
Región de Tarapacá,33,Conviviente o pareja sin acuerdo de unión civil,1200000,35
Región de Tarapacá,39,Casado(a),377000,34
Región de Atacama,23,Conviviente o pareja sin acuerdo de unión civil,490000,43
Región Metropolitana de Santiago,27,Soltero(a),320000,136
Región del Maule,28,Soltero(a),330000,68
Región de Los Ríos,53,Divorciado (a),320000,36
Región de Coquimbo,52,Casado(a),250000,91
Región Metropolitana de Santiago,20,Soltero(a),450000,147
Región del Libertador Gral. Bernardo O'Higgins,36,Soltero(a),106000,42
Región de La Araucanía,57,Casado(a),180000,53
Región de Coquimbo,49,Viudo(a),250000,158
Región de Ñuble,30,Conviviente o pareja sin acuerdo de unión civil,240000,249
Región del Maule,44,Separado(a),310000,61
Región Metropolitana de Santiago,37,Casado(a),450000,109
Región de Los Lagos,57,Separado(a),370000,76
Región del Libertador Gral. Bernardo O'Higgins,29,Conviviente o pareja sin acuerdo de unión civil,350000,128
Región Metropolitana de Santiago,50,Casado(a),301000,193
Región de Tarapacá,33,Soltero(a),230000,27
Región de Arica y Parinacota,34,Conviviente o pareja sin acuerdo de unión civil,3677137,14
Región Metropolitana de Santiago,26,Casado(a),650000,158
Región de Los Ríos,44,Casado(a),350000,58
Región de Atacama,61,Casado(a),380000,26
Región del Biobío,36,Casado(a),192000,150
